Old stable ID, New stable ID, Release, Mapping score
ENSG00000238853.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251901.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268166.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266095.1, <retired>, 76, 0
ENSG00000266095.1, ENSG00000116128.6, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265023.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259087.1, ENSG00000259087.2, 76, 1
ENSG00000259087.2, ENSG00000259087.3, 77, 1
ENSG00000259087.3, ENSG00000259087.4, 79, 1
ENSG00000259087.4, ENSG00000259087.5, 81, 1
ENSG00000259087.5, ENSG00000259087.5, 98, 0.9
ENSG00000259087.5, ENSG00000259087.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242727.1, ENSG00000242727.2, 58, 0.990267

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251687.1, ENSG00000251687.1, 92, 0.72
ENSG00000251687.1, ENSG00000251687.1, 98, 0.9
ENSG00000251687.1, ENSG00000251687.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232193.1, ENSG00000232193.1, 98, 0.9
ENSG00000232193.1, ENSG00000232193.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261074.1, <retired>, 76, 0
ENSG00000261074.1, ENSG00000165661.12, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232377.1, ENSG00000232377.1, 92, 0.72
ENSG00000232377.1, ENSG00000232377.1, 98, 0.9
ENSG00000232377.1, ENSG00000232377.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262274.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251012.1, ENSG00000251012.2, 94, 0.99

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233223.1, ENSG00000233223.2, 67, 0.638005
ENSG00000233223.2, ENSG00000233223.2, 92, 0.72
ENSG00000233223.2, ENSG00000233223.3, 97, 0.951102
ENSG00000233223.3, ENSG00000233223.3, 98, 0.9
ENSG00000233223.3, ENSG00000233223.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266774.1, ENSG00000266774.1, 98, 0.9
ENSG00000266774.1, ENSG00000266774.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213153.1, ENSG00000213153.2, 61, 0.890332
ENSG00000213153.2, ENSG00000213153.3, 62, 0.861658

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264730.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207315.1, <retired>, 72, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253100.1, ENSG00000253100.2, 97, 0.737471
ENSG00000253100.2, ENSG00000253100.2, 98, 0.9
ENSG00000253100.2, ENSG00000253100.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235537.1, ENSG00000235537.2, 94, 0.625624
ENSG00000235537.2, ENSG00000235537.3, 97, 0.913698
ENSG00000235537.3, ENSG00000235537.3, 98, 0.9
ENSG00000235537.3, ENSG00000235537.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000173966.1, ENSG00000173966.2, 15, 0
ENSG00000173966.2, ENSG00000173966.3, 18.1, 0
ENSG00000173966.3, ENSG00000173966.4, 38, 0
ENSG00000173966.4, ENSG00000173966.5, 55, 0.977273
ENSG00000173966.5, ENSG00000173966.6, 58, 0.958779
ENSG00000173966.6, ENSG00000173966.7, 62, 0.961203

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000222364.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239022.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216197.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221870.1, ENSG00000221870.2, 55, 0.241988
ENSG00000221870.2, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268872.1, ENSG00000268872.2, 73, 0.996252
ENSG00000268872.2, ENSG00000111676.11, 76, 1
ENSG00000268872.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000170647.1, ENSG00000170647.2, 38, 0
ENSG00000170647.2, ENSG00000170647.3, 76, 0.974398
ENSG00000170647.3, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238690.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264526.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000231530.1, ENSG00000231530.1, 92, 0.72
ENSG00000231530.1, ENSG00000231530.1, 98, 0.9
ENSG00000231530.1, ENSG00000231530.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265864.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266787.1, <retired>, 76, 0
ENSG00000266787.1, ENSG00000252877.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267033.1, ENSG00000267033.1, 92, 0.72
ENSG00000267033.1, ENSG00000267033.1, 98, 0.9
ENSG00000267033.1, ENSG00000267033.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000225563.1, ENSG00000225563.2, 97, 0.787788
ENSG00000225563.2, ENSG00000225563.2, 98, 0.9
ENSG00000225563.2, ENSG00000225563.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000199654.1, ENSG00000199654.2, 72, 0.55641
ENSG00000199654.2, ENSG00000199480.1, 76, 1
ENSG00000199654.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250309.1, ENSG00000250309.2, 60, 0.440741
ENSG00000250309.2, ENSG00000250309.2, 92, 0.72
ENSG00000250309.2, ENSG00000250309.2, 98, 0.9
ENSG00000250309.2, ENSG00000250309.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260460.1, ENSG00000260460.1, 98, 0.9
ENSG00000260460.1, ENSG00000260460.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228006.1, ENSG00000228006.2, 62, 0.0136364
ENSG00000228006.2, <retired>, 71, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258685.1, ENSG00000258685.2, 70, 0.998394

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221181.1, ENSG00000221181.2, 68, 0.995283
ENSG00000221181.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267427.1, <retired>, 77, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258228.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234238.1, ENSG00000234238.2, 97, 0.778194
ENSG00000234238.2, ENSG00000234238.2, 98, 0.9
ENSG00000234238.2, ENSG00000234238.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000222117.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234181.1, ENSG00000234181.1, 92, 0.72
ENSG00000234181.1, ENSG00000234181.1, 98, 0.9
ENSG00000234181.1, ENSG00000234181.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266147.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000247033.1, ENSG00000247033.1, 92, 0.72
ENSG00000247033.1, ENSG00000247033.1, 98, 0.9
ENSG00000247033.1, ENSG00000247033.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259066.1, ENSG00000259066.2, 76, 1
ENSG00000259066.2, ENSG00000259066.3, 77, 1
ENSG00000259066.3, ENSG00000259066.4, 79, 1
ENSG00000259066.4, ENSG00000259066.5, 81, 1
ENSG00000259066.5, ENSG00000259066.5, 98, 0.965807
ENSG00000259066.5, ENSG00000259066.5, 99, 0.965807

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261804.1, ENSG00000261804.2, 97, 0.872227
ENSG00000261804.2, ENSG00000261804.2, 98, 0.9
ENSG00000261804.2, ENSG00000261804.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268291.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242480.1, ENSG00000242480.2, 68, 0.801075
ENSG00000242480.2, ENSG00000273981.1, 76, 0.980668
ENSG00000242480.2, ENSG00000275992.1, 76, 0.888446
ENSG00000242480.2, ENSG00000277637.1, 76, 0.918605
ENSG00000242480.2, ENSG00000274632.1, 76, 0.918605
ENSG00000242480.2, ENSG00000277464.1, 76, 0.979381
ENSG00000242480.2, ENSG00000274350.1, 76, 0.888446
ENSG00000242480.2, ENSG00000276955.1, 76, 0.980668
ENSG00000242480.2, ENSG00000278497.1, 76, 0.980668
ENSG00000242480.2, ENSG00000273818.1, 76, 0.918605
ENSG00000242480.2, ENSG00000275803.1, 76, 0.948905
ENSG00000242480.2, ENSG00000277515.1, 76, 0.918605
ENSG00000242480.2, ENSG00000274568.1, 76, 0.980668
ENSG00000242480.2, ENSG00000277295.1, 76, 0.888446
ENSG00000242480.2, ENSG00000278696.1, 76, 0.918605
ENSG00000242480.2, ENSG00000274076.1, 76, 0.978947
ENSG00000242480.2, ENSG00000276891.1, 76, 0.980668
ENSG00000242480.2, ENSG00000278222.1, 76, 0.980668
ENSG00000242480.2, <retired>, 76, 0
ENSG00000242480.2, ENSG00000275776.1, 76, 0.943182
ENSG00000242480.2, ENSG00000277467.1, 76, 0.918605
ENSG00000242480.2, ENSG00000274424.1, 76, 0.978947
ENSG00000242480.2, ENSG00000277031.1, 76, 0.978947
ENSG00000242480.2, ENSG00000278604.1, 76, 0.888446

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233863.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248824.1, ENSG00000248824.2, 70, 0.994543

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266353.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252502.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000225520.1, <retired>, 96, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228293.1, ENSG00000228293.1, 92, 0.72
ENSG00000228293.1, ENSG00000228293.1, 98, 0.9
ENSG00000228293.1, ENSG00000228293.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000237311.1, ENSG00000237311.1, 92, 0.72
ENSG00000237311.1, ENSG00000237311.2, 96, 0.842456
ENSG00000237311.2, ENSG00000237311.3, 97, 0.894677
ENSG00000237311.3, ENSG00000237311.3, 98, 0.9
ENSG00000237311.3, ENSG00000237311.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266090.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254919.1, ENSG00000254919.1, 92, 0.72
ENSG00000254919.1, ENSG00000254919.1, 98, 0.9
ENSG00000254919.1, ENSG00000254919.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000237779.1, <retired>, 70, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257211.1, ENSG00000257211.2, 70, 0.995859
ENSG00000257211.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232310.1, ENSG00000232310.2, 73, 0.921214
ENSG00000232310.2, ENSG00000232310.3, 76, 0.998863
ENSG00000232310.3, ENSG00000232310.4, 77, 1
ENSG00000232310.4, ENSG00000232310.5, 79, 1
ENSG00000232310.5, ENSG00000232310.6, 81, 1
ENSG00000232310.6, ENSG00000232310.7, 94, 0.853388
ENSG00000232310.7, ENSG00000232310.8, 97, 0.872416
ENSG00000232310.8, ENSG00000232310.8, 98, 0.9
ENSG00000232310.8, ENSG00000232310.8, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213703.1, ENSG00000213703.2, 55, 0.917749

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236817.1, ENSG00000236817.2, 76, 1
ENSG00000236817.2, ENSG00000236817.3, 77, 1
ENSG00000236817.3, ENSG00000236817.4, 79, 1
ENSG00000236817.4, ENSG00000236817.5, 81, 1
ENSG00000236817.5, ENSG00000236817.5, 92, 0.72
ENSG00000236817.5, ENSG00000236817.5, 98, 0.9
ENSG00000236817.5, ENSG00000236817.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250806.1, ENSG00000250806.2, 62, 0.938933
ENSG00000250806.2, ENSG00000250806.2, 98, 0.9
ENSG00000250806.2, ENSG00000250806.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234932.1, ENSG00000234932.2, 70, 0.991279

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213622.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241978.1, ENSG00000241978.2, 60, 0.980807
ENSG00000241978.2, ENSG00000241978.3, 62, 0.971548
ENSG00000241978.3, ENSG00000241978.4, 63, 0.969925
ENSG00000241978.4, ENSG00000241978.5, 64, 0.969925
ENSG00000241978.5, ENSG00000241978.6, 76, 0.979625
ENSG00000241978.6, ENSG00000241978.7, 77, 1
ENSG00000241978.7, ENSG00000241978.8, 79, 1
ENSG00000241978.8, ENSG00000241978.9, 81, 1
ENSG00000241978.9, <retired>, 98, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257726.1, ENSG00000257726.1, 77, 0.72
ENSG00000257726.1, ENSG00000257726.1, 98, 0.9
ENSG00000257726.1, ENSG00000257726.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269038.1, ENSG00000269038.1, 98, 0.9
ENSG00000269038.1, ENSG00000269038.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267073.1, ENSG00000267073.1, 98, 0.9
ENSG00000267073.1, ENSG00000267073.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000237954.1, ENSG00000237954.2, 65, 0.897779
ENSG00000237954.2, ENSG00000237954.3, 73, 0.855494
ENSG00000237954.3, ENSG00000237954.4, 76, 1
ENSG00000237954.4, ENSG00000237954.5, 77, 1
ENSG00000237954.5, ENSG00000237954.6, 79, 1
ENSG00000237954.6, ENSG00000237954.7, 81, 1
ENSG00000237954.7, ENSG00000237954.7, 98, 0.9
ENSG00000237954.7, ENSG00000237954.7, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242342.1, <retired>, 70, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000135847.1, ENSG00000135847.1, 3, 0
ENSG00000135847.1, ENSG00000135847.2, 38, 0
ENSG00000135847.2, ENSG00000135847.3, 47, 0.97336
ENSG00000135847.3, ENSG00000135847.4, 56, 0.773219
ENSG00000135847.4, ENSG00000135847.5, 71, 0.999698
ENSG00000135847.5, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000204814.1, ENSG00000204814.2, 50, 0.927899
ENSG00000204814.2, ENSG00000204814.3, 55, 0.933859
ENSG00000204814.3, ENSG00000204814.4, 62, 0.999091
ENSG00000204814.4, ENSG00000204814.5, 71, 0.975526
ENSG00000204814.5, ENSG00000204814.5, 77, 0.72
ENSG00000204814.5, ENSG00000204814.5, 98, 0.9
ENSG00000204814.5, ENSG00000204814.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000231227.1, ENSG00000231227.1, 98, 0.9
ENSG00000231227.1, ENSG00000231227.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262610.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216073.1, ENSG00000216073.2, 68, 1
ENSG00000216073.2, ENSG00000216073.3, 76, 0.938547
ENSG00000216073.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267082.1, ENSG00000267082.1, 92, 0.72
ENSG00000267082.1, ENSG00000267082.1, 98, 0.9
ENSG00000267082.1, ENSG00000267082.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000174100.1, ENSG00000174100.2, 15, 0
ENSG00000174100.2, ENSG00000174100.3, 55, 1
ENSG00000174100.3, ENSG00000174100.4, 56, 0.997394
ENSG00000174100.4, ENSG00000174100.5, 68, 0.76335
ENSG00000174100.5, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000225111.1, ENSG00000225111.1, 98, 0.9
ENSG00000225111.1, ENSG00000225111.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259541.1, ENSG00000259541.2, 76, 0.946281
ENSG00000259541.2, ENSG00000259541.3, 77, 1
ENSG00000259541.3, ENSG00000259541.4, 79, 1
ENSG00000259541.4, ENSG00000259541.5, 81, 1
ENSG00000259541.5, ENSG00000259541.5, 92, 0.72
ENSG00000259541.5, ENSG00000259541.5, 98, 0.9
ENSG00000259541.5, ENSG00000259541.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267820.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239160.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252849.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268458.1, ENSG00000268458.1, 98, 0.9
ENSG00000268458.1, ENSG00000268458.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000214325.1, ENSG00000214325.2, 62, 0.737309
ENSG00000214325.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253339.1, ENSG00000253339.2, 97, 0.771689
ENSG00000253339.2, ENSG00000253339.2, 98, 0.9
ENSG00000253339.2, ENSG00000253339.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000205662.1, ENSG00000205662.2, 55, 0.521562
ENSG00000205662.2, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234378.1, ENSG00000234378.1, 98, 0.9
ENSG00000234378.1, ENSG00000234378.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263305.1, ENSG00000263305.1, 98, 0.9
ENSG00000263305.1, ENSG00000263305.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236701.1, ENSG00000236701.2, 62, 0.947972
ENSG00000236701.2, ENSG00000236701.3, 71, 0.991262

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252538.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000141140.1, ENSG00000141140.1, 3, 0
ENSG00000141140.1, ENSG00000141140.2, 15, 0
ENSG00000141140.1, <retired>, 76, 0
ENSG00000141140.2, ENSG00000141140.3, 18.2, 0
ENSG00000141140.3, ENSG00000141140.4, 26, 0
ENSG00000141140.4, ENSG00000141140.5, 27, 0
ENSG00000141140.5, ENSG00000141140.6, 38, 0
ENSG00000141140.6, ENSG00000141140.7, 47, 0.884222
ENSG00000141140.7, ENSG00000141140.8, 50, 0.912971
ENSG00000141140.8, ENSG00000141140.9, 55, 0.972421
ENSG00000141140.9, ENSG00000141140.10, 62, 0.883235
ENSG00000141140.10, ENSG00000141140.10, 63, 0.998585
ENSG00000141140.10, ENSG00000141140.11, 68, 0.94616
ENSG00000141140.11, ENSG00000141140.12, 69, 0.626034
ENSG00000141140.12, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258464.1, ENSG00000258464.2, 97, 0.448064
ENSG00000258464.2, ENSG00000258464.2, 98, 0.905389
ENSG00000258464.2, ENSG00000258464.2, 99, 0.905389

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262920.1, ENSG00000262920.2, 76, 1
ENSG00000262920.2, ENSG00000262920.3, 77, 1
ENSG00000262920.3, ENSG00000262920.4, 79, 1
ENSG00000262920.4, ENSG00000262920.5, 81, 1
ENSG00000262920.5, ENSG00000262920.5, 92, 0.72
ENSG00000262920.5, ENSG00000262920.5, 98, 0.9
ENSG00000262920.5, ENSG00000262920.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261368.1, ENSG00000261368.1, 98, 0.9
ENSG00000261368.1, ENSG00000261368.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263553.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000229964.1, ENSG00000229964.1, 98, 0.9
ENSG00000229964.1, ENSG00000229964.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235685.1, ENSG00000235685.2, 70, 0.519799

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263678.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221734.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265708.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233336.1, ENSG00000233336.1, 98, 0.9
ENSG00000233336.1, ENSG00000233336.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260155.1, <retired>, 76, 0
ENSG00000260155.1, ENSG00000277706.1, 76, 0.959887

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221104.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251049.1, ENSG00000251049.2, 62, 0.998644
ENSG00000251049.2, ENSG00000251049.2, 98, 0.9
ENSG00000251049.2, ENSG00000251049.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236154.1, ENSG00000236154.1, 92, 0.72
ENSG00000236154.1, ENSG00000236154.1, 98, 0.9
ENSG00000236154.1, ENSG00000236154.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244055.1, ENSG00000244055.1, 92, 0.72
ENSG00000244055.1, ENSG00000244055.2, 97, 0.633543
ENSG00000244055.2, ENSG00000244055.2, 98, 0.9
ENSG00000244055.2, ENSG00000244055.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257647.1, ENSG00000257647.1, 98, 0.9
ENSG00000257647.1, ENSG00000257647.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230563.1, ENSG00000230563.2, 56, 0.999783
ENSG00000230563.2, ENSG00000230563.3, 96, 0.890397
ENSG00000230563.3, ENSG00000230563.4, 97, 0.958785
ENSG00000230563.4, ENSG00000230563.4, 98, 0.9
ENSG00000230563.4, ENSG00000230563.4, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260195.1, <retired>, 76, 0
ENSG00000260195.1, ENSG00000106123.8, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265471.1, <retired>, 76, 0
ENSG00000265471.1, ENSG00000274644.1, 76, 0.877778

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266447.1, ENSG00000277430.1, 76, 0.943925
ENSG00000266447.1, <retired>, 76, 0
ENSG00000266447.1, ENSG00000275044.1, 76, 1
ENSG00000266447.1, ENSG00000278094.1, 76, 0.943925
ENSG00000266447.1, ENSG00000274622.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257141.1, <retired>, 96, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259946.1, ENSG00000259946.1, 98, 0.9
ENSG00000259946.1, ENSG00000259946.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240571.1, ENSG00000240571.1, 92, 0.72
ENSG00000240571.1, ENSG00000240571.1, 98, 0.9
ENSG00000240571.1, ENSG00000240571.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266450.1, ENSG00000266450.1, 98, 0.9
ENSG00000266450.1, ENSG00000266450.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256815.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227139.1, ENSG00000227139.1, 98, 0.9
ENSG00000227139.1, ENSG00000227139.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268791.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269000.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000226206.1, ENSG00000226206.1, 98, 0.9
ENSG00000226206.1, ENSG00000226206.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252227.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256304.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224079.1, ENSG00000224079.1, 92, 0.72
ENSG00000224079.1, ENSG00000224079.1, 98, 0.9
ENSG00000224079.1, ENSG00000224079.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000233064.1, ENSG00000233064.2, 71, 0.998793
ENSG00000233064.2, ENSG00000233064.2, 98, 0.9
ENSG00000233064.2, ENSG00000233064.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234173.1, ENSG00000234173.1, 92, 0.72
ENSG00000234173.1, ENSG00000234173.1, 98, 0.9
ENSG00000234173.1, ENSG00000234173.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269290.1, ENSG00000269290.2, 76, 0.995049
ENSG00000269290.2, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244657.1, ENSG00000244657.1, 88, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261466.1, ENSG00000261466.2, 67, 0.864131
ENSG00000261466.2, ENSG00000261466.2, 98, 0.9
ENSG00000261466.2, ENSG00000261466.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235705.1, ENSG00000235705.2, 56, 0.922568
ENSG00000235705.2, ENSG00000235705.3, 62, 0.504353
ENSG00000235705.3, ENSG00000235705.4, 73, 0.891521
ENSG00000235705.4, ENSG00000235705.5, 76, 0.36596
ENSG00000235705.5, ENSG00000235705.6, 94, 0.915935
